InvestorID,Investor,RiskTolerance,TimeHorizon,IncomeNeeds,LiquidityNeeds,TaxConsiderations,AccountType,Age,InvestmentExperience,OtherAssets,RiskCapacity
2824,LHCIJU,Moderate,Long term,164452,Moderate,No,Taxable,47,Novice,379392,High
2825,HRZRH,Low,Medium term,69839,High,Yes,IRA,32,Experienced,285515,High
2826,PSNVNLLO,High,Medium term,93198,Moderate,No,IRA,69,Novice,628935,Moderate
2827,VCBWG,High,Medium term,126603,High,No,401k,27,Novice,630800,High
2828,QVEMOKOC,Low,Short term,144119,Moderate,No,IRA,66,Experienced,118243,Moderate
2829,PQQUDULQ,Low,Medium term,165580,Low,No,Taxable,36,Novice,328533,Low
2830,YPCJHYKAG,High,Short term,138153,Moderate,Yes,401k,41,Novice,643425,Moderate
2831,RZFAKKERZ,High,Long term,51865,High,No,401k,29,Experienced,369685,Low
2832,OHPHYIK,High,Long term,107868,Moderate,No,Taxable,39,Novice,703931,Low
2833,YLKLJRWD,Moderate,Long term,142836,High,Yes,401k,39,Novice,980453,Low
2834,HINTTNCA,Low,Medium term,196542,Moderate,Yes,401k,59,Novice,570268,Low
2835,UQNQL,Low,Short term,67944,Low,No,IRA,52,Novice,622889,Moderate
2836,GIGNDD,Low,Medium term,62247,Low,No,401k,32,Experienced,788089,Moderate
2837,UPBMHGNEJ,High,Long term,89814,High,Yes,Taxable,29,Novice,934579,Moderate
2838,APHOFOMAP,High,Long term,79317,Moderate,Yes,IRA,33,Novice,816793,High
2839,RMTMMC,Moderate,Short term,183197,Low,Yes,Taxable,53,Novice,368198,Moderate
2840,AICHE,High,Long term,163217,High,No,IRA,45,Novice,266202,Low
2841,XYTPVEXUW,High,Medium term,174332,Low,Yes,IRA,45,Novice,795540,Low
2842,XJEFXDS,Low,Long term,88926,High,Yes,401k,32,Experienced,712329,High
2843,KFZAGUFP,Moderate,Short term,187649,High,No,Taxable,63,Experienced,830328,Low
2844,UHDRGMKWR,Low,Short term,98392,Moderate,No,401k,47,Novice,393926,Low
2845,BUKXIFFL,Moderate,Long term,113395,High,No,IRA,36,Experienced,980116,Moderate
2846,ODFFFW,Moderate,Long term,69857,Moderate,Yes,Taxable,40,Experienced,805824,Moderate
2847,CXZWEQPZY,Moderate,Long term,55862,Low,No,401k,45,Novice,496501,Moderate
2848,SYRECDTW,Moderate,Short term,90924,Moderate,No,401k,37,Experienced,949857,High
2849,HAIVSAJTA,Moderate,Long term,186290,Moderate,Yes,401k,47,Experienced,266394,Low
2850,KDZYRERIS,High,Medium term,136879,Moderate,Yes,401k,56,Experienced,702706,Moderate
2851,ANCEZHED,Moderate,Long term,191641,Low,Yes,IRA,49,Novice,698320,Moderate
2852,DRJGB,Low,Long term,179010,Low,No,Taxable,60,Experienced,915403,Moderate
2853,TUOAOMOD,Low,Short term,136788,High,No,IRA,71,Novice,723819,Moderate
2854,TJNLTZ,High,Long term,132939,Low,Yes,Taxable,49,Experienced,541596,Moderate
2855,DGGQNOL,Low,Long term,59408,Moderate,Yes,401k,33,Experienced,244080,High
2856,QUVBGBOUX,Moderate,Long term,89263,Moderate,No,IRA,25,Experienced,414663,Moderate
2857,AUBIOHBIW,Low,Long term,118642,Moderate,Yes,401k,50,Experienced,816618,High
2858,FFSVHFIQO,High,Long term,185603,High,Yes,Taxable,30,Novice,856692,Low
2859,MVMPJ,Low,Long term,176745,High,No,401k,31,Novice,191947,High
2860,GXFMD,High,Long term,65375,Moderate,No,IRA,29,Novice,402834,Low
2861,WHXGN,High,Short term,128741,Moderate,Yes,401k,69,Experienced,221308,Moderate
2862,SYUAMI,Low,Long term,146081,Moderate,Yes,IRA,41,Novice,577495,High
2863,QIPJZ,High,Long term,68071,Moderate,No,401k,58,Experienced,431779,High
2864,SUQRZRXP,Low,Medium term,199287,Moderate,No,401k,55,Experienced,203690,Low
2865,VTVIUULH,Low,Medium term,147247,Low,No,401k,66,Experienced,654376,High
2866,PWGDETQL,Moderate,Short term,115356,Moderate,Yes,401k,66,Experienced,318581,Moderate
2867,UNUUEA,Low,Long term,60253,Low,No,401k,30,Novice,526754,Moderate
2868,NAJMZALC,Low,Medium term,55955,Low,Yes,401k,40,Novice,488517,Moderate
2869,FKMOIDT,Moderate,Short term,140073,Moderate,No,401k,62,Experienced,146755,High
2870,XLKGOKJ,Low,Medium term,50839,High,Yes,Taxable,47,Novice,282400,High
2871,CBSCSYQQS,Low,Long term,185875,High,Yes,IRA,34,Experienced,740862,Moderate
2872,FFFQOF,Low,Long term,184590,High,Yes,401k,46,Novice,775377,Low
2873,JQDWFGZVF,Low,Short term,67510,Low,No,Taxable,30,Experienced,315026,Low
2874,KVEAWL,Low,Short term,138631,Low,Yes,401k,34,Novice,706191,Low
2875,RVVVJLF,High,Medium term,198581,Low,No,Taxable,67,Novice,269730,Low
2876,HNAIY,Low,Short term,85755,High,Yes,Taxable,65,Experienced,914912,High
2877,GMHYQNS,High,Short term,120260,Low,Yes,Taxable,56,Experienced,479959,High
2878,EMWIWWY,Moderate,Long term,147287,Low,Yes,Taxable,50,Experienced,429871,High
2879,GPSTRFA,Low,Short term,176777,High,No,IRA,44,Experienced,942622,Moderate
2880,XLDTMQYMG,Moderate,Medium term,63357,Moderate,Yes,401k,46,Experienced,494883,Moderate
2881,LQVRKIBDI,High,Long term,55821,Moderate,No,IRA,36,Novice,906364,Low
2882,VFKJT,High,Long term,119638,Low,Yes,Taxable,47,Experienced,998283,Moderate
2883,NAWQDLER,High,Short term,134008,Low,Yes,401k,61,Novice,687710,Low
2884,SYXVYRZ,Moderate,Short term,165258,Moderate,Yes,401k,58,Experienced,584511,Low
2885,SWWHNY,High,Medium term,96703,High,Yes,IRA,59,Novice,562852,Low
2886,XVLOH,High,Medium term,73435,High,No,401k,68,Experienced,825295,High
2887,IGEHTQKA,Moderate,Short term,152262,Moderate,Yes,Taxable,69,Experienced,937601,Moderate
2888,WHSWZU,Moderate,Long term,196226,High,Yes,401k,36,Experienced,836138,High
2889,GAUSQRZDG,High,Short term,137357,Moderate,No,401k,42,Experienced,923858,Moderate
2890,DYZWE,High,Long term,74667,Moderate,No,401k,59,Experienced,954167,Low
2891,MGFSOCLW,High,Short term,114857,Moderate,Yes,401k,33,Experienced,995586,Low
2892,MCOTBHG,Low,Medium term,176094,Low,No,401k,73,Novice,609925,High
2893,GLBKQIOOX,Moderate,Medium term,56686,High,No,IRA,74,Novice,437961,Moderate
2894,VIPYJCCV,Moderate,Long term,115132,Moderate,Yes,IRA,58,Novice,162251,High
2895,KRNMH,Moderate,Long term,186506,Moderate,No,IRA,40,Novice,565581,Moderate
2896,PHHEVGRPY,Moderate,Medium term,97926,Low,No,Taxable,32,Experienced,353925,Moderate
2897,KZIUOAA,High,Short term,91366,Moderate,No,Taxable,58,Experienced,418809,Low
2898,JAMNKBIHZ,High,Medium term,71793,High,No,Taxable,65,Novice,191690,High
2899,XDUNBQ,Low,Short term,114415,High,Yes,401k,41,Experienced,631120,High
2900,CNAUNO,Low,Short term,57922,Moderate,No,401k,72,Experienced,354058,Moderate
2901,KOGMKO,Moderate,Medium term,162148,Moderate,No,Taxable,72,Novice,758997,Low
2902,UAKEZ,Low,Short term,74067,Moderate,Yes,401k,59,Experienced,557296,High
2903,UMADN,High,Medium term,80258,High,No,Taxable,57,Experienced,876855,Low
2904,XFJNT,Low,Medium term,149329,Moderate,No,Taxable,48,Novice,801973,High
2905,NCPNWBCI,Moderate,Medium term,102327,Moderate,No,Taxable,72,Novice,331657,Low
2906,IDIYMVK,High,Medium term,189617,High,No,IRA,41,Experienced,272254,High
2907,UUCJUN,Low,Short term,153848,High,Yes,401k,72,Novice,806423,Moderate
2908,DPPAWCW,Moderate,Short term,166831,Low,No,Taxable,66,Novice,740436,Low
2909,VRWPV,Moderate,Long term,136672,Low,No,IRA,37,Experienced,285730,Moderate
2910,JTXCHRKDL,Low,Long term,179947,High,Yes,401k,52,Novice,661735,Low
2911,PWPVD,High,Short term,65776,Moderate,No,IRA,49,Experienced,869716,High
2912,JDBQR,High,Medium term,191837,Low,No,IRA,54,Experienced,705236,Moderate
2913,FGVZDY,Moderate,Medium term,98114,Moderate,Yes,Taxable,28,Experienced,134351,Low
2914,UAZWSAOM,Moderate,Medium term,179783,Moderate,No,IRA,29,Novice,179530,High
2915,UGPXSZQIN,Moderate,Short term,77172,Low,Yes,401k,60,Novice,687559,Low
2916,VHZICYG,Low,Medium term,152144,Moderate,Yes,401k,26,Novice,882250,High
2917,AAUYO,Low,Short term,193914,High,No,401k,56,Experienced,913662,High
2918,MSJIGZKKL,Low,Long term,186211,Low,No,Taxable,31,Novice,614811,Moderate
2919,UISEV,Low,Long term,73900,Moderate,Yes,401k,65,Experienced,105650,High
2920,USHKAPE,High,Short term,163945,Moderate,Yes,Taxable,47,Experienced,420133,Moderate
2921,WXANR,Low,Long term,121903,Low,No,401k,27,Experienced,963336,High
2922,OQFZG,High,Long term,148398,High,No,IRA,43,Novice,965033,Moderate
2923,JYPDDAK,Low,Medium term,65265,Moderate,Yes,401k,52,Novice,482015,Moderate
2924,OOCENABZ,Moderate,Short term,137911,High,Yes,401k,45,Novice,115791,Moderate
2925,YDFTTFU,Low,Long term,64476,Low,Yes,Taxable,72,Novice,282949,Low
2926,AFKAAIBSZ,High,Long term,81885,Moderate,Yes,IRA,26,Novice,527692,High
2927,XXPZUJN,Moderate,Long term,97124,Low,No,401k,47,Novice,288562,Low
2928,ECKWHY,Moderate,Medium term,104979,Moderate,No,Taxable,58,Experienced,738219,Low
2929,ZSJXG,Low,Long term,128517,Low,No,401k,30,Novice,914763,Low
2930,ANQRWC,Moderate,Short term,76496,Moderate,Yes,IRA,47,Novice,877903,High
2931,MHCWUUOEY,Low,Short term,56049,Moderate,Yes,401k,34,Novice,774033,High
2932,HKAHGK,Low,Medium term,152783,Low,No,Taxable,39,Novice,625251,High
2933,SZUDO,Moderate,Short term,53622,High,Yes,IRA,26,Novice,390793,High
2934,VQGWB,Low,Medium term,199068,Moderate,Yes,401k,72,Novice,995907,High
2935,JCHUIFZCD,Low,Short term,175192,Low,Yes,Taxable,42,Novice,503875,High
2936,QGHMJZS,Low,Short term,93863,Moderate,Yes,Taxable,39,Experienced,548341,Moderate
2937,UPDTAZ,Moderate,Long term,126105,High,Yes,401k,56,Novice,611220,High
2938,VLENX,High,Long term,184915,High,No,401k,28,Novice,135689,High
2939,CBVINUM,High,Short term,137785,High,No,Taxable,63,Experienced,900644,Low
2940,NDWUY,Low,Long term,119165,Moderate,No,IRA,63,Novice,716052,High
2941,RBLDD,Moderate,Short term,199963,Low,No,401k,29,Experienced,963492,High
2942,OWXDJF,Moderate,Long term,153054,Low,No,401k,46,Experienced,131522,Moderate
2943,ZCLVXH,Moderate,Medium term,116074,Moderate,Yes,IRA,56,Experienced,608819,Low
2944,LADAZ,Low,Long term,169927,Moderate,No,401k,47,Novice,595220,Moderate
2945,ELOJFKL,Moderate,Medium term,66018,High,Yes,IRA,31,Experienced,144343,Low
2946,UNNILI,Moderate,Long term,128878,High,Yes,Taxable,45,Experienced,955196,Moderate
2947,ZHGYXIWLP,Moderate,Long term,168559,High,No,401k,41,Experienced,400613,High
2948,AUOZTA,Moderate,Short term,161055,Moderate,Yes,Taxable,55,Novice,228277,High
2949,BGHMMDRV,Low,Medium term,123678,Moderate,No,401k,59,Novice,389425,Moderate
2950,NYAJMS,High,Short term,177127,High,No,IRA,63,Novice,318506,Moderate
2951,ZRCMQ,Low,Medium term,85913,Low,Yes,Taxable,31,Novice,226990,Moderate
2952,FQNSGOGJO,Moderate,Medium term,175897,Moderate,Yes,401k,38,Novice,735744,Low
2953,KXGMACQEU,High,Short term,198261,Low,Yes,IRA,68,Experienced,160733,Low
2954,IFBSALDTL,Low,Long term,79062,Low,Yes,Taxable,34,Novice,123526,Moderate
2955,NTJWXFIN,High,Long term,101122,Low,Yes,IRA,69,Experienced,309343,High
2956,HHVZXPFPU,Low,Long term,63416,Moderate,No,Taxable,30,Experienced,654326,Moderate
2957,VNMFGLV,Moderate,Medium term,92452,High,No,IRA,56,Novice,708292,Moderate
2958,FIPXJHH,Moderate,Long term,64329,Low,Yes,Taxable,71,Novice,201887,Low
2959,XUKSAY,Low,Medium term,162463,High,Yes,Taxable,59,Experienced,834106,Moderate
2960,AKPPONXHM,High,Short term,132216,Moderate,Yes,IRA,66,Experienced,196602,Moderate
2961,KEFZUEPG,High,Short term,86903,Moderate,Yes,Taxable,48,Experienced,351919,Moderate
2962,XEPYOCJ,High,Long term,90527,High,Yes,401k,54,Novice,785008,Low
2963,UUOPNFBF,Moderate,Long term,64577,Low,Yes,401k,30,Novice,185917,Moderate
2964,WBCWLJA,Moderate,Long term,57010,Moderate,No,401k,66,Novice,751967,Low
2965,CJTCDO,Moderate,Short term,50033,High,Yes,Taxable,44,Experienced,859349,Low
2966,SYDZN,Moderate,Long term,193042,High,No,Taxable,37,Novice,485617,High
2967,RYXBHG,High,Short term,117858,High,No,IRA,65,Experienced,915978,High
2968,ULOSO,High,Medium term,108949,Moderate,Yes,Taxable,50,Experienced,601142,High
2969,JDMJTICG,Low,Medium term,69327,High,Yes,Taxable,74,Experienced,542601,High
2970,TFQNJL,Low,Short term,54764,High,No,401k,68,Novice,406802,Moderate
2971,WLVVGFLXJ,Low,Medium term,100090,Moderate,Yes,IRA,25,Experienced,458165,Moderate
2972,RDLFKDHC,Moderate,Short term,146980,Moderate,Yes,401k,38,Novice,141863,High
2973,HMCROFQWV,High,Medium term,129724,Moderate,No,401k,25,Novice,275075,High
2974,IRWQAC,High,Medium term,135120,Moderate,No,401k,45,Novice,997489,Low
2975,TTFQKE,Low,Short term,53422,Low,No,401k,63,Experienced,524253,High
2976,BLDOI,Moderate,Medium term,130076,Low,No,401k,28,Experienced,764604,Moderate
2977,CHKKZDFI,High,Long term,61461,Low,No,IRA,59,Experienced,663188,Low
2978,VYMPP,Moderate,Short term,105495,Low,Yes,401k,74,Novice,519010,Low
2979,SKSVD,Low,Long term,79194,Low,Yes,IRA,72,Experienced,698653,Moderate
2980,XWFAY,Moderate,Short term,52374,High,Yes,IRA,46,Experienced,207638,High
2981,RIKFKF,Low,Long term,93545,Moderate,Yes,401k,51,Experienced,685651,High
2982,EDHOLMOR,Moderate,Long term,148700,Moderate,No,Taxable,46,Novice,322484,Moderate
2983,BCCSOCI,Moderate,Short term,66223,Low,No,Taxable,52,Novice,224938,High
2984,JAWSYGV,High,Long term,137911,Moderate,No,IRA,56,Experienced,466883,High
2985,APWPJAW,High,Medium term,129585,Low,Yes,Taxable,28,Experienced,786093,High
2986,DHMFABAW,Low,Medium term,76374,Low,No,401k,64,Novice,177837,Moderate
2987,SPTWRQAN,Moderate,Short term,144240,Low,Yes,Taxable,43,Novice,150374,High
2988,ILCEBRCWO,Low,Medium term,73792,Low,No,IRA,28,Experienced,161371,Moderate
2989,DAQMCKTK,Moderate,Short term,172283,Moderate,Yes,IRA,47,Experienced,174911,High
2990,ETKCDIWHX,Low,Medium term,143666,Low,No,Taxable,25,Experienced,602147,Moderate
2991,FNPLMKM,Low,Short term,61481,Low,No,401k,73,Experienced,499899,Low
2992,EKYDOHMPG,Low,Long term,70394,Low,Yes,Taxable,49,Experienced,815802,Moderate
2993,CEYIFCM,High,Short term,121409,Low,No,401k,68,Experienced,220554,High
2994,JHDVCASMY,Low,Long term,89422,High,Yes,IRA,40,Experienced,815815,High
2995,LELZEUNS,Moderate,Medium term,110980,High,Yes,Taxable,39,Novice,242095,Moderate
2996,TONTABZ,Low,Long term,167360,Low,Yes,401k,38,Novice,112946,Low
2997,OJNBB,High,Short term,162822,Moderate,Yes,401k,37,Novice,245104,Low
2998,SWWWSV,Low,Long term,94935,High,No,IRA,73,Experienced,982648,High
2999,DCPFR,Moderate,Long term,127462,Moderate,No,401k,68,Novice,201962,Low
3000,PXBHRHHG,High,Long term,159301,Moderate,Yes,401k,37,Experienced,520061,High
3001,HZKGWV,High,Medium term,118639,Low,No,IRA,56,Novice,890473,Moderate
3002,VIBLCML,Moderate,Long term,162232,High,No,401k,55,Novice,801180,Moderate
3003,FUAKTBRW,Low,Long term,193495,High,No,401k,57,Novice,363560,Low
3004,YHEJYMFZM,High,Medium term,189892,High,Yes,Taxable,43,Novice,552218,Moderate
3005,YLRMR,Low,Long term,142933,Low,Yes,401k,30,Experienced,188998,Low
3006,ITWXQSNHA,High,Short term,157966,Low,No,IRA,58,Novice,866921,Low
3007,OMZCTXIFH,High,Short term,94702,High,Yes,401k,61,Novice,636046,High
3008,QPUDARBL,High,Short term,114277,Low,No,Taxable,63,Novice,437407,Moderate
3009,NMVKTPY,Moderate,Medium term,124795,High,No,401k,41,Novice,826573,Moderate
3010,GNMXEW,Low,Short term,148841,Low,Yes,401k,71,Experienced,936158,Low
3011,AJUXNYX,Moderate,Long term,138645,Low,Yes,401k,37,Experienced,942067,Moderate
3012,UAJMQAPCG,Low,Long term,118810,High,No,401k,34,Novice,514275,High
3013,CWPFLOJLY,Low,Short term,172757,High,No,IRA,44,Novice,151122,High
3014,EVFRYA,Moderate,Long term,194688,Moderate,No,401k,53,Novice,116113,Moderate
3015,MLYTK,High,Short term,114995,Moderate,No,IRA,45,Experienced,424445,Moderate
3016,GHEXM,Moderate,Short term,109474,Low,Yes,IRA,29,Novice,443888,Moderate
3017,NZDJTC,Moderate,Short term,186392,High,No,401k,31,Experienced,194452,Low
3018,FINCK,Low,Long term,149215,Moderate,Yes,Taxable,48,Novice,796299,Moderate
3019,VUQGD,Moderate,Long term,84891,High,No,Taxable,67,Novice,918824,Low
3020,ITTGA,High,Long term,88153,Moderate,Yes,401k,30,Novice,281595,Moderate
3021,OBIUAD,High,Short term,94393,High,No,Taxable,71,Novice,958752,Low
3022,ZYWVA,Moderate,Long term,95725,High,Yes,IRA,52,Novice,472866,High
3023,KRWCVEY,Low,Medium term,89363,Moderate,No,401k,55,Novice,709447,High
3024,HHAOJCYK,Moderate,Short term,82744,High,Yes,Taxable,39,Novice,992408,Low
3025,SMRLIGW,High,Short term,111845,High,Yes,401k,44,Novice,493845,Low
3026,COQKNZRA,High,Long term,102793,Moderate,Yes,Taxable,38,Novice,721054,High
3027,QKHXQOIN,Moderate,Medium term,66418,Low,Yes,IRA,25,Novice,865114,Low
3028,ERUBJWQQ,Moderate,Short term,52599,Low,Yes,IRA,28,Experienced,840888,High
3029,OBEMQCA,Low,Short term,56040,High,No,401k,51,Experienced,964764,High
3030,RNYVVWUSQ,High,Short term,95788,Low,No,Taxable,46,Novice,112797,Low
3031,WOQOADIT,Low,Short term,97247,Low,Yes,IRA,67,Experienced,969833,Low
3032,QPRLWCMUU,High,Medium term,83691,High,Yes,401k,45,Experienced,270763,High
3033,THSTCT,Moderate,Medium term,101546,Low,Yes,401k,51,Novice,246794,Moderate
3034,XGWBSZ,Moderate,Long term,142211,High,Yes,IRA,38,Novice,807770,Moderate
3035,DFAWMTZ,Moderate,Medium term,113757,Moderate,Yes,401k,46,Experienced,828659,High
3036,ZCALFKGE,Moderate,Short term,128166,Moderate,Yes,IRA,58,Experienced,775892,Low
3037,CVMPOU,High,Short term,123306,Low,No,IRA,73,Novice,127901,Moderate
3038,FCBTBJOJJ,Moderate,Medium term,118163,Moderate,Yes,Taxable,36,Experienced,235735,High
3039,GEHTEUV,Moderate,Long term,66787,Moderate,Yes,Taxable,30,Novice,484666,Low
3040,KSNBHDNN,High,Short term,158109,High,No,Taxable,36,Novice,726152,Low
3041,DCZAWQ,High,Long term,98879,Moderate,Yes,Taxable,26,Experienced,100924,Moderate
3042,SWMQLKGHM,Low,Long term,108412,High,Yes,Taxable,41,Novice,366464,High
3043,EUMKZIQQ,Low,Medium term,197811,Moderate,No,Taxable,38,Experienced,377745,Moderate
3044,SNKZZGDM,Moderate,Medium term,119315,High,Yes,IRA,74,Novice,989675,High
3045,EVVTWCRQ,Low,Medium term,163414,Low,No,Taxable,46,Novice,298224,Low
3046,CRGRK,Moderate,Short term,148758,High,Yes,Taxable,26,Experienced,315152,High
3047,VNXZJLV,Low,Long term,116990,Moderate,No,IRA,67,Experienced,747973,Moderate
3048,GDNSIEJO,Low,Long term,78266,Low,Yes,IRA,46,Experienced,719419,Low
3049,OMIJOAMG,Moderate,Long term,152313,Moderate,No,401k,50,Experienced,297867,High
3050,NXQLHUQ,High,Short term,176261,High,Yes,IRA,43,Novice,692483,High
3051,CWJCAXX,Low,Medium term,151944,Moderate,Yes,401k,39,Experienced,400076,High
3052,BXERRRLQU,Moderate,Long term,169607,Moderate,No,IRA,54,Novice,833139,Moderate
3053,XEONXQU,Low,Medium term,185511,High,Yes,IRA,51,Experienced,864031,High
3054,VJKBYHXTB,Moderate,Long term,91433,Low,No,401k,26,Experienced,777546,High
3055,TACIO,Moderate,Medium term,150995,Moderate,No,Taxable,46,Novice,193215,Low
3056,EUYABPC,Low,Short term,177619,High,Yes,Taxable,49,Novice,602704,Low
3057,GTWECEEV,Moderate,Long term,101247,Moderate,No,401k,36,Experienced,548241,Low
3058,XXMFZDKE,Low,Medium term,150511,High,Yes,IRA,61,Experienced,443880,Moderate
3059,AUTDE,Low,Long term,124966,Moderate,No,IRA,60,Novice,496800,High
3060,JQFTBXYQ,Moderate,Short term,79917,Low,No,401k,50,Experienced,926371,High
3061,SKNJIUWIQ,Moderate,Long term,117436,High,Yes,Taxable,56,Experienced,294213,Moderate
3062,LEZYJDJSD,High,Medium term,139569,Low,Yes,401k,72,Experienced,100507,High
3063,WHEEZN,High,Long term,174058,Low,Yes,Taxable,30,Novice,313195,High
3064,BDPRASB,High,Long term,191716,Low,Yes,IRA,52,Novice,584774,Low
3065,MJMQLT,Low,Short term,62788,Low,No,401k,29,Novice,406475,Low
3066,YVXUM,High,Long term,55191,Moderate,Yes,Taxable,47,Novice,839761,Moderate
3067,LXRANEVS,Moderate,Short term,131129,Low,Yes,IRA,65,Novice,621041,Moderate
3068,QIVIVY,Low,Medium term,179732,Low,No,Taxable,73,Novice,831462,Low
3069,TOZDLWO,High,Long term,151449,High,No,401k,37,Novice,906182,Moderate
3070,PJFOPTQ,High,Long term,88895,Low,No,401k,72,Novice,973719,High
3071,VEIJZDPVK,High,Short term,190591,High,Yes,401k,47,Experienced,368721,Low
3072,ZGYZIHFBG,High,Medium term,185630,High,Yes,IRA,72,Experienced,457813,High
3073,BVSNZTESY,High,Long term,188327,Low,No,Taxable,74,Experienced,865987,Moderate
3074,ZTCDH,Moderate,Short term,110524,Low,No,Taxable,44,Novice,654313,High
3075,XUUTWV,High,Short term,96473,Moderate,Yes,401k,70,Experienced,107324,Low
3076,MHDSKZAAG,Low,Short term,169244,Low,No,IRA,69,Novice,459371,High
3077,PSTMIRO,High,Short term,103369,Low,No,Taxable,41,Novice,813886,Low
3078,MRRNNF,High,Medium term,110823,Low,Yes,IRA,63,Novice,225429,Low
3079,PKTFHTBH,High,Long term,97204,Moderate,Yes,Taxable,34,Experienced,211822,Moderate
3080,KOQEJB,Low,Short term,148561,Low,Yes,IRA,59,Experienced,588281,High
3081,UZNMT,High,Short term,161220,Low,No,Taxable,54,Experienced,455989,Moderate
3082,GWAOACLFQ,Low,Medium term,164454,Low,No,IRA,38,Experienced,815604,High
3083,HODMRG,Low,Short term,102421,High,Yes,IRA,68,Experienced,753958,Moderate
3084,REMKT,Moderate,Long term,86130,High,Yes,Taxable,68,Experienced,398536,High
3085,RSVHAKF,High,Medium term,89517,High,No,401k,70,Experienced,891876,Moderate
3086,DPYYGDK,Moderate,Short term,94029,Moderate,No,Taxable,68,Novice,203700,High
3087,KXQVPPVR,Low,Short term,197369,Moderate,Yes,IRA,70,Novice,289053,High
3088,IRKGTNL,Moderate,Short term,105803,Moderate,No,Taxable,27,Experienced,705484,High
3089,VZKFO,Low,Long term,54703,Moderate,No,Taxable,49,Novice,908104,Low
3090,KYVSRJ,Low,Short term,168032,Moderate,Yes,401k,73,Novice,267513,Moderate
3091,BAXGU,Moderate,Short term,192497,High,Yes,401k,73,Novice,970658,Moderate
3092,TZAHS,High,Medium term,171721,High,Yes,Taxable,60,Novice,596831,Moderate
3093,PSGRX,Low,Medium term,153836,Low,No,IRA,71,Experienced,363158,Low
3094,SBSYISKLX,Moderate,Long term,80761,Moderate,Yes,401k,35,Novice,196816,Low
3095,ZHVXSMJTY,Moderate,Medium term,180050,Low,Yes,IRA,36,Experienced,281301,Moderate
3096,MXLOYZB,Low,Long term,110562,Moderate,No,IRA,32,Novice,733410,High
3097,PHJNDI,Low,Long term,86449,Low,Yes,IRA,74,Experienced,584390,High
3098,KNRFOHH,Low,Short term,123718,Moderate,No,401k,35,Experienced,821897,Moderate
3099,XSDPS,Low,Medium term,91647,High,Yes,IRA,50,Novice,155829,Moderate
3100,TAACJ,High,Medium term,53205,Moderate,Yes,401k,26,Novice,763971,Moderate
3101,NFUUAG,High,Short term,156732,High,Yes,IRA,30,Novice,367876,Moderate
3102,HODPXR,High,Short term,178088,High,Yes,IRA,48,Experienced,741106,High
3103,UWELXSMJN,Moderate,Short term,146167,High,Yes,401k,53,Experienced,505857,Moderate
3104,NERKJW,High,Medium term,167350,High,No,IRA,53,Novice,850008,Low
3105,MLZVZT,High,Long term,164792,Moderate,No,Taxable,41,Experienced,664293,Moderate
3106,JZTPQEV,Low,Short term,74017,Low,Yes,401k,54,Novice,717228,Low
3107,IXSQZUKGD,High,Short term,105091,High,Yes,IRA,58,Experienced,824737,Moderate
3108,GSBOI,High,Long term,56605,Low,No,IRA,57,Novice,589645,Low
3109,NNREBRTJM,Moderate,Medium term,187308,High,No,Taxable,42,Novice,761479,Low
3110,PQRQNSHJ,Moderate,Medium term,94248,High,Yes,IRA,40,Experienced,847502,Moderate
3111,EZVBFOEFB,High,Medium term,149520,Low,No,Taxable,46,Novice,237147,High
3112,ETRFYOYB,Low,Short term,113181,High,Yes,Taxable,73,Novice,572561,High
3113,CRYAT,Low,Long term,169888,Moderate,No,IRA,63,Novice,799442,Moderate
3114,LWSIPSHJP,High,Medium term,163329,Low,No,Taxable,61,Experienced,555360,High
3115,YYMXW,Moderate,Short term,127902,Moderate,No,Taxable,44,Novice,687196,Moderate
3116,HDWUDIJOE,High,Medium term,70682,Low,Yes,401k,72,Experienced,311809,Low
3117,BLRPIROV,Low,Long term,157946,Low,No,401k,59,Experienced,656304,Moderate
3118,PGIYC,Moderate,Medium term,138793,Moderate,Yes,Taxable,33,Experienced,184340,Moderate
3119,YNGHY,High,Long term,198147,High,Yes,IRA,69,Novice,522119,High
3120,RXVHH,High,Long term,194064,Low,Yes,IRA,49,Novice,704247,Low
3121,ACMZZTM,High,Short term,105785,Moderate,Yes,IRA,38,Novice,557333,Low
3122,UODBOF,High,Long term,63877,Moderate,No,IRA,30,Experienced,939192,Moderate
3123,CZWCJTI,Low,Medium term,59455,Moderate,Yes,401k,34,Experienced,772761,Moderate
3124,HQYGDTB,Moderate,Short term,122336,Moderate,No,Taxable,52,Experienced,309303,Moderate
3125,BUVPAKLF,Low,Medium term,79723,High,No,401k,50,Experienced,172784,High
3126,DZMMF,Moderate,Medium term,119489,High,No,401k,64,Novice,457329,High
3127,PMKFVPP,Low,Medium term,192004,High,Yes,401k,60,Experienced,314675,Low
3128,IRFPJLCL,Moderate,Long term,124084,High,No,401k,65,Experienced,325889,Low
3129,MGNLLKC,High,Medium term,77197,High,No,Taxable,39,Novice,500290,High
3130,ETVTJLVP,Moderate,Medium term,143207,Moderate,Yes,401k,64,Experienced,162527,Low
3131,VQIUWRVHD,Moderate,Medium term,108127,High,No,401k,64,Novice,502306,Moderate
3132,ATFXW,Low,Medium term,86454,Moderate,No,IRA,26,Experienced,930613,Moderate
3133,PWACU,High,Short term,57457,Low,No,401k,28,Novice,376225,High
