CompanyID,Company,Size,Profit,Industry
57170,YXJUP,313,43,Finance
57171,AQYTT,479,87,Finance
57172,YDVDJQANF,311,79,Tech
57173,BWWBTRE,91,12,Tech
57174,FGVVZNJ,236,89,Tech
57175,EKVWIQ,122,47,Tech
57176,UZRWHL,317,93,Tech
57177,MCEICZMMD,175,77,Health
57178,KPQDCBAQJ,317,85,Tech
57179,LUCCGT,401,49,Tech
57180,JVQXFFJV,174,62,Health
57181,IUDEFJT,95,78,Finance
57182,XHDBVRLL,210,16,Health
57183,DMJUUNO,165,27,Finance
57184,FKQPPZ,193,68,Tech
57185,JLJXDGJGI,341,42,Health
57186,OCETVDM,139,43,Finance
57187,PYBARGRFV,406,51,Tech
57188,XOZRXB,189,68,Tech
57189,JTCXYVCTE,51,76,Tech
57190,DCBQV,153,42,Tech
57191,GMVTERDN,50,17,Finance
57192,MGNLKAHJU,80,61,Finance
57193,FYIQEHON,420,35,Finance
57194,VKBXLG,185,57,Tech
57195,ZYJTZJ,493,92,Tech
57196,FELTNFQ,117,66,Tech
57197,WYBSBJKZ,112,51,Finance
57198,VWBMUQD,321,48,Health
57199,MNIMHGV,189,64,Health
57200,FSHZZZT,221,95,Finance
57201,UMLTEA,260,86,Health
57202,ZLLVMKTEV,143,98,Finance
57203,GPOWPB,367,85,Finance
57204,MOUAEJG,354,76,Health
57205,ENASUMTUI,106,56,Finance
57206,JLQAZMT,179,36,Finance
57207,LNFETPJU,319,29,Tech
57208,KRFFPHL,263,55,Health
57209,OSNYJXW,402,87,Health
57210,OVXRHJH,281,24,Finance
57211,IZHOLRIYG,394,27,Health
57212,EPCZVMM,161,79,Health
57213,HWNMV,395,22,Finance
57214,ZXGWHQFV,99,19,Health
57215,IWXBVVQV,130,97,Health
57216,CVSGVWT,421,94,Health
57217,WTEYDGMMJ,457,54,Health
57218,BLWUXYL,175,82,Health
57219,HYTHONI,121,17,Finance
57220,CADMSOB,386,29,Tech
57221,SLAXMNCQ,320,18,Tech
57222,KHOGBWHUZ,497,77,Tech
57223,EADHHC,453,74,Tech
57224,KUNKNO,467,84,Tech
57225,NFFMOS,98,13,Finance
57226,AMXVGGMNA,423,89,Health
57227,CVSSCFT,367,14,Tech
57228,JCINCC,293,47,Health
57229,RTFIHFXP,252,26,Tech
57230,IASTUI,197,20,Health
57231,OLDFVW,292,19,Tech
57232,CVPITXHE,178,85,Health
57233,RJFEX,74,22,Finance
57234,XVTYO,152,74,Finance
57235,FIJQDRN,345,74,Finance
57236,EQMNE,470,43,Tech
57237,HVPNWPZGE,142,38,Health
57238,UJQFFNJ,115,19,Finance
57239,NZSHNN,460,45,Finance
57240,RHOSSI,243,92,Finance
57241,EJTHBYJ,434,95,Health
57242,NLCVLWTP,351,24,Tech
57243,YQYLQJ,234,42,Tech
57244,JPFWMLRD,444,42,Tech
57245,OVLARNIIK,432,29,Tech
57246,NTGWAZIPA,171,98,Tech
57247,ZKLCCREIV,326,49,Health
57248,HAOGC,483,15,Health
57249,PJKUVF,296,41,Health
57250,BHDHYEM,324,31,Finance
57251,AATEAMAE,288,62,Tech
57252,IYVDVZU,262,46,Health
57253,VQQTZDF,93,12,Finance
57254,NHJVZPLM,453,89,Finance
57255,PEXPQYST,459,77,Tech
57256,UYCXRL,340,22,Tech
57257,WBHVPNO,463,69,Finance
57258,AYZRQMQA,423,17,Tech
57259,FDVIOF,470,94,Tech
57260,HWONEREV,475,55,Finance
57261,RFUSHRKZ,192,66,Tech
57262,GYVIX,479,35,Finance
57263,ZFQLZDPKH,116,25,Health
57264,JSBDONOP,478,41,Health
57265,EXKVVH,244,55,Tech
57266,WXIIMSNG,376,12,Tech
57267,XNMTD,426,67,Health
57268,MKNTXAIBV,260,13,Finance
57269,TVFCHKO,403,95,Tech
57270,UAPUBAKN,363,41,Finance
57271,LVRGOKKK,283,47,Health
57272,JSQTZ,169,46,Finance
57273,YRJPS,416,64,Tech
57274,JCJSY,288,26,Health
57275,WWCALMUD,231,28,Tech
57276,FVNOZAFA,275,75,Tech
57277,WZXYNDV,140,99,Tech
57278,ZQQOOFY,297,31,Tech
57279,THUJLEK,429,72,Tech
57280,GJWEPL,277,67,Health
57281,NJLGQJ,194,83,Tech
57282,GAZVW,149,45,Health
57283,IGJWF,177,89,Tech
57284,FRIEHWRS,140,39,Health
57285,EZXUVVSRX,63,58,Finance
57286,VHUCSRI,370,71,Tech
57287,DPZIU,168,77,Finance
57288,PDCSBSO,187,56,Health
57289,WTYSID,257,33,Finance
57290,WUQNAME,305,72,Tech
57291,WEKZGF,322,79,Health
57292,HEAXHZST,283,70,Health
57293,EGBZHLRJN,83,97,Health
57294,LEOXJ,349,76,Finance
57295,XVHURX,136,12,Finance
57296,OVFRS,131,64,Health
57297,FPBIO,401,93,Finance
57298,HGSBULIZ,396,34,Tech
57299,RSKWBMET,254,71,Tech
57300,IADYU,477,72,Health
57301,UMLFSNUAU,228,80,Health
57302,XPRAXO,163,44,Health
57303,XROGJGM,94,17,Tech
57304,USZPMNRCL,192,86,Health
57305,WOKSOBV,141,98,Health
57306,HMKESIXO,169,25,Health
57307,ZQPJJ,296,70,Health
57308,SPPTD,425,53,Tech
57309,SJMIOHW,419,46,Health
57310,WZRPMHKI,311,32,Tech
57311,FQLCNLNVY,60,33,Finance
57312,PDSJV,476,93,Health
57313,ONTVMTFC,305,89,Tech
57314,VYHVE,359,96,Tech
57315,IQJPNU,95,43,Health
57316,IZNZPDEXI,487,83,Tech
57317,CNXLBB,375,24,Tech
57318,QQFUETG,245,67,Health
57319,CBXHTPX,361,32,Tech
57320,UFIXAMBA,254,79,Finance
57321,KRNELZZRK,102,52,Tech
57322,VBDUEW,421,72,Finance
57323,RRIWFU,58,99,Tech
57324,XJFNT,197,21,Tech
57325,KOXGXJSW,176,71,Tech
57326,XWONBUDAC,102,45,Health
57327,RCKWRD,243,84,Health
57328,XZHIGX,166,24,Tech
57329,SHMAGLFO,348,83,Health
57330,DMJNEX,157,22,Health
57331,XTGPLFCM,320,85,Tech
57332,NBVDDFXRJ,198,77,Finance
57333,CTDTCY,392,60,Tech
57334,SMMMN,486,99,Tech
57335,HHPXD,395,84,Finance
57336,TGIOZ,203,23,Health
57337,RMJCE,334,54,Health
57338,SLZOCUCJT,380,71,Finance
57339,EGKSORAA,243,85,Health
57340,UTOIS,477,26,Tech
57341,UNXMYVOC,268,94,Health
57342,URKVCPLU,354,36,Health
57343,UPNNTIKN,178,31,Health
57344,TNVCUD,100,16,Health
57345,SUWBINQA,381,47,Health
57346,WCPFB,448,84,Finance
57347,DPFEGBHRI,439,96,Finance
57348,CHYMGLC,422,17,Health
57349,VSYZDEUW,314,59,Tech
57350,DEKTBXK,270,92,Finance
57351,POHPEG,236,78,Health
57352,JQVGTMXEV,53,66,Health
57353,CTIVTZ,124,41,Finance
57354,MMQYXK,421,12,Tech
57355,CZORN,349,79,Finance
57356,ZNLDEDLMZ,206,52,Finance
57357,GHJZSKEYJ,299,56,Health
57358,HRUEWCB,63,45,Tech
57359,KVLNR,245,40,Tech
57360,PWIWNSQ,106,92,Health
57361,FZWVMQP,57,16,Tech
57362,HNUZB,497,80,Tech
57363,DWLHW,478,88,Finance
57364,HOUCEZ,450,31,Finance
57365,YSEZKVQ,69,45,Tech
57366,MHDTDWXSP,471,27,Tech
57367,ETWIRQI,213,98,Finance
57368,KDMFX,106,31,Tech
57369,EJQGXII,162,23,Tech
57370,XMCITM,346,59,Tech
57371,BMREUC,431,71,Health
57372,DHCMBW,172,22,Health
57373,UQHNHKV,267,42,Tech
57374,LVWLZF,231,57,Tech
57375,DWRJRQY,489,39,Health
57376,ITJBT,152,91,Tech
57377,YDBOMZJ,251,73,Health
57378,KPRVIVV,201,42,Health
57379,GSSUHBFO,425,84,Tech
57380,WIKQQ,254,59,Finance
57381,BEZXC,411,34,Tech
57382,MCNHFCOE,426,76,Tech
57383,SKXMZTFZ,99,60,Health
57384,ULNUEXC,166,39,Health
57385,OQWBZIWG,184,71,Tech
57386,PFUZVDW,239,78,Finance
57387,GXEUX,250,81,Finance
57388,ASRWTEAS,209,79,Tech
57389,LZJGADI,282,39,Tech
57390,SEBHLCOJB,270,60,Tech
57391,LGJXP,205,39,Health
57392,DVUBQB,443,24,Tech
57393,CLENV,88,83,Tech
57394,KGRDQMZLR,191,38,Tech
57395,DTZBJEE,478,91,Tech
57396,UEHIPJ,400,57,Tech
57397,WDJQADY,409,61,Health
57398,JGKPUCQF,490,49,Tech
57399,QABRJ,151,13,Health
57400,IDMRJE,260,95,Finance
57401,MVLTBYYOS,345,45,Tech
57402,ZGTEK,498,55,Finance
57403,TVZJWLFY,406,25,Tech
57404,BVAWZS,107,61,Tech
57405,XTIANVE,80,81,Tech
57406,GZCXEV,331,70,Tech
57407,NOCXJJA,437,53,Tech
57408,EKFLWQAKW,62,43,Finance
57409,MZROS,419,84,Tech
57410,LOMGCNYIV,157,38,Tech
57411,FYWDQ,279,63,Tech
57412,KVCXCXER,142,77,Tech
57413,TIUUMK,239,78,Tech
57414,GOHAK,290,63,Tech
57415,FLFOUQMO,491,74,Health
57416,QTNGG,337,73,Health
57417,HAERD,170,80,Finance
57418,NWAJMJAZP,236,81,Tech
57419,THCDVGJIV,371,52,Health
57420,OCZKU,497,94,Finance
57421,QIGRFZM,219,70,Tech
57422,JSLHCZ,300,93,Health
57423,PPORZPM,274,49,Tech
57424,YRLMGC,430,31,Tech
57425,LPYIIBT,129,24,Finance
57426,XCIPJHU,245,94,Finance
57427,TBWCQDH,153,80,Finance
57428,UKMWLCX,304,47,Finance
57429,EOHZPVM,327,78,Finance
57430,PMCSIBAQB,52,66,Health
57431,QBYXRWE,52,72,Tech
57432,WDXJEIKDH,360,57,Finance
57433,YQGWJKDE,203,95,Tech
57434,TYDMXITLT,79,24,Tech
57435,ENQRACBN,371,45,Tech
57436,ILMOLEMLY,79,64,Finance
57437,NXBYYIT,374,37,Tech
57438,HBQFEZ,262,80,Tech
57439,BIIWXVHU,324,95,Health
57440,SDKKV,385,92,Health
57441,FVNCQXPRW,262,26,Health
57442,WQRWJ,474,32,Tech
57443,NVWFUQORW,321,18,Tech
57444,LZXJIWWKE,201,16,Tech
57445,SYHKVJ,393,72,Tech
57446,PIMIH,434,33,Health
57447,HRYJSPRM,370,55,Health
57448,DARUT,320,30,Tech
57449,YOHQPGIA,158,72,Tech
57450,HQQHV,63,62,Tech
57451,RMCXEQO,304,18,Tech
57452,SNXCH,426,53,Tech
57453,MMAQIXDCE,217,52,Tech
57454,WPTDS,485,40,Health
57455,EDIOXVD,103,34,Health
57456,HQAFXYP,435,57,Finance
57457,DNYOBNEVL,272,57,Health
57458,LCAXXDMD,61,11,Health
57459,SBAFZ,258,79,Tech
57460,QHSWMF,363,19,Health
57461,OCCYXFA,73,79,Tech
57462,QMXSN,120,13,Tech
57463,ELHKUKS,128,52,Tech
57464,HTATID,230,80,Tech
57465,WWLLTXF,242,82,Finance
57466,TQURNK,206,87,Tech
57467,IIDMHQP,316,61,Tech
57468,HKFRPFVS,89,82,Tech
57469,BMXJPNQL,395,33,Health
57470,WEVHOAST,414,16,Finance
57471,GOHOZFW,98,71,Health
57472,EAATBUZA,443,72,Finance
57473,WAEGRHVI,206,50,Health
57474,PSCXV,106,86,Tech
57475,KLKVBQB,330,21,Health
57476,ZZTBRN,271,98,Health
57477,IYGNRW,451,31,Health
57478,QUBFAEF,230,68,Tech
57479,FUPHLDOOZ,367,98,Tech
57480,LQZWZB,232,90,Health
57481,LPPIEGX,349,96,Tech
57482,UFJOB,84,93,Finance
57483,BTKYXS,166,40,Health
57484,VAIZCQ,85,92,Tech
57485,PRMXB,151,88,Finance
57486,NQQTI,289,85,Health
57487,CDNZRVYMV,266,62,Tech
57488,DMHIE,59,92,Health
57489,WAGIFA,484,78,Finance
57490,LZMQQC,120,60,Tech
57491,JXAYRLVTR,134,94,Tech
57492,UEFLTUPS,232,51,Tech
57493,HEGRBKAXR,230,48,Tech
57494,GUVFK,428,30,Finance
57495,KKEKQZ,426,43,Tech
57496,GBJGVRP,279,39,Tech
57497,QGAWSVEOA,96,94,Tech
57498,VBVQSEY,260,41,Tech
57499,OQIQXSD,480,35,Tech
57500,MPSJBU,209,74,Finance
57501,RPXZFXUMF,418,80,Tech
57502,NUIBE,152,94,Tech
57503,AIREIUBHN,268,69,Finance
57504,RKQACJ,376,58,Tech
57505,FPUHRKJX,144,94,Finance
57506,LMOQT,105,29,Health
57507,NLEHS,337,11,Finance
57508,ACRHS,127,84,Finance
57509,ZGCZRTYHE,187,94,Finance
57510,EMDRMRAGQ,461,11,Finance
57511,YWYAAXQGK,262,21,Finance
57512,OREQD,491,96,Finance
57513,SDNYYI,395,29,Tech
57514,PEBUJXH,479,69,Health
57515,BJLUJC,454,34,Tech
57516,NTOSNWJOH,269,87,Tech
57517,XNYTBE,173,52,Finance
57518,FXLTKSJ,242,67,Health
57519,GXSJFCMDF,453,79,Tech
57520,QMHXYOSG,358,10,Health
57521,DRNOWSHR,190,22,Tech
57522,MKQAHH,240,55,Finance
57523,UTZPDGBDY,86,16,Finance
57524,ASYOLNQQN,144,25,Health
57525,GRXSDROY,97,64,Tech
57526,WDOIERCQN,317,22,Health
57527,CEHUASVOQ,194,43,Health
57528,NFWIFSO,295,95,Health
57529,RTKJXP,113,50,Health
57530,REWLDUQ,175,49,Finance
57531,CVBGPOULO,197,19,Tech
57532,NZAWFTLPB,427,67,Finance
57533,EAWIPFIXM,61,21,Finance
57534,NMGLSLWF,107,75,Finance
57535,ZBXGQQV,471,33,Finance
57536,BEARGHH,227,82,Finance
57537,MTKRN,160,44,Tech
57538,CQJYT,142,72,Tech
57539,DUCAOIQ,190,37,Tech
57540,AMHOU,351,75,Tech
57541,CLXPZJ,360,80,Tech
57542,AWVRUPD,86,20,Tech
57543,XNQMDIIGA,177,97,Health
57544,YVGFDXKA,57,74,Tech
57545,BYXQGKH,94,32,Finance
57546,MSLXP,90,91,Health
57547,BAZRHA,307,67,Finance
57548,WNLQIFR,334,33,Finance
57549,NSOYO,453,55,Health
57550,NCKIQ,232,23,Tech
57551,QLLWJJEIE,139,20,Health
57552,HILWAO,61,54,Finance
57553,BWHIECKX,448,40,Tech
57554,VLOAONNSZ,443,15,Finance
57555,YBGRYGU,135,55,Finance
57556,CXRGOD,280,13,Finance
57557,HYFPNUFLG,133,21,Finance
57558,FSDAPVC,225,52,Health
57559,ECIGPKFX,310,79,Tech
57560,OMPWTWVG,298,78,Health
57561,DXQNQ,169,73,Finance
57562,ZJRCYV,346,28,Health
57563,DQFTLSPP,99,25,Finance
57564,EPNHGTBO,182,20,Health
57565,MHAYCJH,199,47,Health
57566,NBPHWSP,392,22,Tech
57567,XTTAVBX,292,96,Tech
57568,HZAWOKLX,302,90,Tech
57569,PHBQCTYL,242,81,Tech
57570,JNGPL,201,61,Health
57571,BMPEOHKYX,217,32,Health
57572,ANAJTFR,97,82,Tech
57573,KLNZT,484,37,Health
57574,QZDQJSQZY,324,72,Tech
57575,JHNWHGFS,488,46,Health
57576,KEPTFW,475,90,Tech
57577,VJQHJBGWK,459,73,Tech
57578,RVTECU,134,23,Tech
57579,NIJKFS,84,72,Tech
57580,FKNGS,311,13,Tech
57581,FCFZZO,453,74,Health
57582,JEPAOGB,250,80,Health
57583,YQIXERV,386,11,Health
57584,FYJPO,442,55,Health
57585,KZGSQ,307,26,Tech
57586,OLLHR,204,19,Finance
57587,AUJPN,226,76,Health
57588,RDQSQCXTI,174,11,Tech
57589,OBVTVR,278,77,Finance
57590,TJFJVCR,498,82,Health
57591,HEZIW,321,11,Tech
57592,KVXKZOB,454,20,Tech
57593,TIJAIAVH,369,14,Health
57594,RSMKUPZJ,94,79,Health
57595,RGCXDDY,152,58,Finance
57596,KOTGLAM,275,84,Finance
57597,SWUEUCWUF,283,71,Tech
57598,PPVDLCK,283,81,Tech
57599,VANESIC,105,98,Finance
57600,JUCJF,209,82,Tech
57601,OPXSSZV,145,86,Finance
57602,WIPCEVBM,371,58,Tech
57603,YHCHB,134,56,Tech
57604,FYVOC,378,47,Finance
57605,IPCJLTV,466,95,Finance
57606,OCTXNN,359,54,Finance
57607,RNJBFOJGO,238,69,Health
57608,RYJTRQKEB,127,32,Tech
57609,GQRXSIFZ,169,16,Tech
57610,SSCLOJJ,169,60,Tech
57611,SPGILVQGL,199,37,Tech
57612,TGJOEBX,150,84,Health
57613,UYTYD,428,53,Tech
57614,WTZTNTS,88,12,Finance
57615,SWFVSQQEC,175,67,Tech
57616,QERSMH,262,84,Finance
57617,JHQSHB,265,51,Finance
57618,MPTMME,102,68,Tech
57619,TXGDRR,235,46,Tech
57620,SZIPKVW,218,62,Tech
57621,IOGSHCUJT,297,72,Finance
57622,WZHSZCKQE,220,86,Tech
57623,QNSVIOIYU,96,52,Finance
57624,YBGXOFA,410,34,Health
57625,QZRMQLR,393,84,Health
57626,QOJPEXTHN,69,46,Health
57627,VWFTCDQM,226,29,Health
57628,VLNCA,213,13,Finance
57629,VINPGBXFE,67,95,Tech
57630,QNOPHJJ,249,75,Tech
57631,WADTXZCM,367,55,Tech
57632,LDKDVGA,209,96,Health
57633,HSJJCOB,173,76,Tech
57634,ONMBTERB,455,55,Tech
57635,WARLH,362,97,Tech
57636,HTZZVZHE,299,32,Tech
57637,LOBXTX,98,73,Finance
57638,YSUBIZX,136,62,Tech
57639,IYYSNZAI,145,64,Health
57640,VPGVWR,148,23,Tech
57641,DLNDXPW,185,59,Tech
57642,VORZYV,115,60,Health
57643,OJHLHAIXW,399,91,Finance
57644,HGMUAKYWQ,239,90,Tech
57645,UHBYKB,71,92,Tech
57646,JERXYEMSQ,123,69,Finance
57647,HTUCBN,175,47,Finance
57648,BKYRSQQ,371,62,Finance
57649,ENQZZ,493,13,Tech
57650,PDZPGFXD,467,24,Finance
57651,APJUN,261,47,Health
57652,KNMZZ,240,98,Health
57653,WVJKZ,409,70,Health
57654,AUDMWJS,70,68,Health
57655,ZHAIC,276,15,Health
57656,EQHLEMX,181,30,Tech
57657,MDIXEUORG,249,69,Tech
57658,PVLCUK,489,22,Health
57659,RTMEVGF,177,38,Tech
57660,UBAVST,292,10,Finance
57661,FPZUPJVN,431,52,Health
57662,DYMCL,467,15,Health
57663,QSWLRDTYP,341,12,Tech
57664,WXICTR,479,32,Health
57665,DXUUKMWDJ,53,48,Tech
57666,CFILG,128,64,Tech
57667,LPJHNKJ,111,78,Health
57668,HMYLTYT,367,63,Finance
57669,MSXGOCEPT,385,66,Tech
57670,XMEFKWZ,136,54,Tech
57671,UULYLNZ,143,39,Health
57672,NIDKNXDS,346,82,Finance
57673,REPURG,227,58,Tech
57674,YWBRMG,256,79,Tech
57675,GFZNP,263,87,Health
57676,BMBDMO,473,20,Health
57677,JHZBYVC,241,26,Health
57678,XGEYOEYYY,253,37,Finance
57679,OYXOG,306,16,Finance
57680,HVYEUN,135,16,Health
57681,CBJPOBBNQ,221,39,Tech
57682,UDHHGCI,374,48,Tech
57683,MKTJRFE,168,22,Finance
57684,JCJWHKTZ,268,72,Tech
57685,YVWBQX,275,87,Tech
57686,TMWGDENET,88,26,Health
57687,UHUDSUJP,297,90,Finance
57688,VSEDRR,364,60,Tech
57689,LRIIPQNM,426,28,Tech
57690,HFNGLOMJ,401,14,Health
57691,YGINAL,167,72,Health
57692,ENANMQPA,220,64,Tech
57693,GNEOM,69,69,Health
57694,PSTAOWJ,382,44,Tech
57695,RNYUOFHJC,475,75,Health
57696,ETMIXQWV,262,82,Tech
57697,FJGJXJ,142,97,Tech
57698,GYWOWRE,312,70,Finance
57699,XVKGXZ,99,57,Tech
57700,SCIIEUFGM,157,37,Finance
57701,ONPQQHWE,419,15,Finance
57702,SBVOHDSBX,142,20,Finance
57703,OCRDQ,469,26,Finance
57704,EVIZEEUZD,402,71,Tech
57705,QGVKIZXB,471,24,Tech
57706,RPABNS,198,87,Tech
57707,IEJPALK,300,69,Finance
57708,UYFHU,425,17,Tech
57709,AQWBLEEH,119,87,Finance
57710,KBVKVBCL,220,79,Health
57711,QITIB,449,90,Finance
57712,FLTDB,65,29,Health
57713,KXHUF,83,71,Finance
57714,RXQEAGME,120,27,Health
57715,KWZDES,148,32,Health
57716,OGHQCJJ,51,54,Finance
57717,ZAFCFZG,260,41,Tech
57718,DVTJPWK,407,90,Health
57719,SUJIQ,197,92,Finance
57720,FCOVKZA,204,67,Health
57721,DOIEBT,301,10,Tech
57722,JEPKHZEWA,262,26,Health
57723,VWVMBMK,383,42,Health
57724,VGTOAPSK,458,47,Finance
57725,MMHYV,480,90,Health
57726,OVPXANQ,371,59,Tech
57727,YIXJT,188,16,Health
57728,SESJMC,272,81,Tech
57729,HKGIYHJ,273,38,Health
57730,GMSSBKKC,432,75,Tech
57731,DAQXBVLE,82,14,Health
57732,TLNWL,334,57,Finance
57733,EXVXQ,478,34,Tech
57734,VTGDHGO,359,60,Tech
57735,TVLVLBO,79,49,Finance
57736,OTSOKGW,356,69,Tech
57737,NXZIDG,85,94,Tech
57738,YYRVAY,416,91,Tech
57739,NUEXO,139,54,Tech
57740,CHYKTW,96,23,Tech
57741,FSKRC,388,90,Health
57742,MLJRXCU,166,20,Tech
57743,BNWXUBY,386,56,Health
57744,VGNESGZBP,400,65,Tech
57745,EJJVWCDBC,213,90,Tech
57746,QVIEGGJ,104,61,Tech
57747,KEQZB,474,31,Tech
57748,SORCEZP,386,94,Health
57749,MAMTMUF,75,34,Tech
57750,VGPMAV,447,19,Tech
57751,FBTPGMEV,138,36,Health
57752,VKYSPQDYU,141,90,Tech
57753,MLZGYNJ,107,53,Tech
57754,QNEFPCQXE,66,20,Health
57755,DYVWK,185,68,Tech
57756,NXYYQNPO,377,48,Finance
57757,MAFRFW,264,91,Finance
57758,RTISUBXYT,405,97,Tech
57759,DQGORBCS,236,72,Tech
57760,MORNVK,246,43,Tech
57761,LALFTHE,309,17,Finance
57762,KXQYXD,312,35,Tech
57763,GKISACDS,192,89,Health
57764,FOWMDOBR,358,30,Tech
57765,UWRIDKUV,445,68,Tech
57766,JVJKVAZJ,308,64,Finance
57767,COEYA,213,51,Finance
57768,PGLTPBIWH,385,57,Finance
57769,ZBCJVKGKB,362,89,Tech
57770,EROBYUU,424,40,Health
57771,VHZECM,303,17,Health
57772,RIIEW,213,16,Finance
57773,MLIRWDEEX,247,48,Health
57774,VNOPLI,261,49,Tech
57775,KSONCOQFP,423,19,Tech
57776,QLRMSGYRL,359,13,Finance
57777,UYZXZVQC,415,23,Health
57778,OSSICIRNG,71,10,Health
57779,JHSWM,172,72,Tech
57780,XIPPZVW,423,34,Finance
57781,KJBKBDAUA,287,46,Tech
57782,LKXOJW,486,94,Tech
57783,ZVHYHMROP,55,78,Finance
57784,KIIUHDIC,413,57,Finance
57785,EESBIV,226,21,Health
57786,HLYPXBYGO,447,15,Health
57787,KCEQIPVSU,145,75,Finance
57788,DNTTOJ,257,39,Tech
57789,BZWLHMCBY,313,55,Health
57790,GJWJLXJ,231,46,Finance
57791,KXRZUQMEK,207,81,Tech
57792,ITVUFK,225,61,Finance
57793,IYXRNB,94,65,Finance
57794,WIOJKTSY,441,67,Tech
57795,ZJJSXAHR,259,80,Health
57796,GYVSG,85,83,Finance
57797,UJBMGSP,141,20,Tech
57798,KMVCVRUW,211,54,Finance
57799,CUVRJV,266,12,Tech
57800,QYBZWEWN,89,47,Tech
57801,NSXGP,214,48,Tech
57802,LUBHX,251,67,Health
57803,ILQKVN,469,87,Finance
57804,IGOLEPU,492,33,Tech
57805,EEAMLJ,383,85,Finance
57806,JVLZRHPCQ,321,50,Health
57807,BHWVIK,318,75,Tech
57808,GLAPHOPZY,239,49,Tech
57809,LTTFAKU,409,97,Health
57810,XSBJQ,259,75,Finance
57811,OTROKDXG,320,87,Finance
57812,SLATD,227,71,Health
57813,GQXSGR,496,47,Finance
57814,WVPKGX,171,47,Finance
57815,YXZCTXJ,411,61,Health
57816,PODSGW,105,35,Tech
57817,HDNYNVOZ,137,52,Tech
57818,TFQSIFNXA,350,40,Health
57819,WAZMBA,125,22,Finance
57820,INPEESJ,52,89,Tech
57821,VHMRSOG,302,26,Tech
57822,WBWKDXWQD,315,86,Health
57823,ZFEEDZ,391,23,Finance
57824,CSXGPMUHY,131,64,Finance
57825,XRPUOJDG,315,88,Finance
57826,KSXDXUIQI,457,90,Finance
57827,JXLOOT,106,37,Tech
57828,OPXSKP,277,32,Tech
57829,SMYYICWA,356,68,Finance
57830,FJEGH,446,26,Finance
57831,FECSA,151,61,Tech
57832,PSETYPUGM,397,39,Health
57833,MARATGETK,152,59,Health
57834,FYWZLO,233,64,Tech
57835,PYLWTWWFD,241,69,Health
57836,KPQJU,450,16,Health
57837,QQOGUIX,251,62,Health
57838,CPUFAFRVY,62,57,Health
57839,ODOAUTSRC,350,16,Health
57840,HCPXQ,137,41,Health
57841,HTQHLNY,339,86,Tech
57842,SMYFYJC,329,57,Health
57843,WAKIFL,63,39,Health
57844,KFERCKV,231,50,Finance
57845,WXWRQECVJ,226,22,Health
57846,BMRSYHZR,365,43,Finance
57847,KCJWV,256,29,Tech
57848,XBCDERR,194,76,Finance
57849,SWVSOWLKE,422,40,Health
57850,OCCOJHFZ,499,12,Health
57851,MVKSSOSI,381,54,Health
57852,YVOXUF,442,10,Finance
57853,DITVUMUW,86,56,Tech
57854,RQUXSYKE,434,18,Tech
57855,QMNQQQ,427,85,Health
57856,YKQMX,78,87,Finance
57857,KPULI,308,72,Finance
57858,EYZNB,304,33,Finance
57859,PXLKTWD,428,66,Tech
57860,MXLZNHR,192,92,Health
57861,QCPAERX,424,85,Finance
57862,RHUSRPECQ,87,79,Health
57863,OYVXQAYLT,321,75,Finance
57864,CAHTVHJHF,325,88,Health
57865,EQEDW,422,82,Tech
57866,WOKWZ,214,29,Health
57867,LUWYNV,421,32,Health
57868,UHGKZM,317,10,Tech
57869,QUINQE,290,89,Health
57870,GMNMP,298,66,Finance
57871,PEDAPTMX,204,61,Health
57872,QHUKNW,229,34,Health
57873,ISWJZHPG,320,57,Tech
57874,UJVKRW,233,79,Finance
57875,QALQQ,133,53,Finance
57876,OMMXDE,144,37,Health
57877,CZAHODOD,136,30,Tech
57878,BYJHATYQ,259,20,Tech
57879,CWGFQPLM,316,67,Finance
57880,UGNNYROXY,459,35,Health
57881,ONHSMEM,92,16,Tech
57882,JCUCGTRA,497,25,Health
57883,QRPUQY,303,90,Tech
57884,UNICSIRY,255,50,Health
57885,TBLFU,277,45,Health
57886,SSLZMGEBL,247,77,Finance
57887,JOVGURZ,370,34,Tech
57888,TZHUONESK,487,59,Finance
57889,SVQNBBY,349,38,Finance
57890,RFMWMCJ,111,32,Finance
57891,NEWYXJY,381,38,Finance
57892,SYLFRMQYS,144,16,Finance
57893,UHCTI,468,56,Tech
57894,WAZAUO,267,33,Tech
57895,LARDY,147,92,Finance
57896,KMTGM,178,14,Tech
57897,IGNZHIG,207,53,Finance
57898,EJPBNQ,459,21,Tech
57899,HXRGCHHXZ,453,62,Health
57900,ZGJRGQQEV,243,28,Health
57901,BAGIIPU,196,82,Finance
57902,KEEUUZ,342,41,Finance
57903,ROYBLUNK,352,16,Health
57904,MMDMGIZ,497,91,Health
57905,LXFYMYF,317,15,Tech
57906,VCKJH,182,41,Health
57907,GNMESQU,218,74,Health
57908,LWIFT,391,69,Tech
57909,QINUYXP,227,94,Finance
57910,BGHHFERJH,173,75,Health
57911,LSIMGGFAV,251,85,Health
57912,TBSCI,422,17,Health
57913,RMXRFCL,439,21,Tech
57914,MNEVHOAA,200,74,Finance
57915,UDAACMXB,133,78,Tech
57916,CWCIZVQM,170,10,Tech
57917,TFWDPWI,247,28,Health
57918,TDNYB,444,26,Finance
57919,WAXVUK,350,53,Health
